Period,MSA,Unemployment Rate
2007,"Lebanon, PA MSA",3.5
2007,"Leominster-Gardner, MA Met NECTA",5.9
2007,"Lewiston, ID-WA MSA",3.8
2007,"Lewiston-Auburn, ME Met NECTA",4.6
2007,"Lexington-Fayette, KY MSA",4.2
2007,"Lima, OH MSA",6.3
2007,"Lincoln, NE MSA",2.8
2007,"Little Rock-North Little Rock-Conway, AR MSA",4.6
2007,"Logan, UT-ID MSA",2.1
2007,"Longview, TX MSA",3.9
2007,"Longview, WA MSA",7.1
2007,"Los Angeles-Long Beach-Anaheim, CA MSA",4.8
2007,"Louisville/Jefferson County, KY-IN MSA",5.0
2007,"Lubbock, TX MSA",3.6
2007,"Lynchburg, VA MSA",3.4
2007,"Macon, GA MSA",4.9
2007,"Madera, CA MSA",7.5
2007,"Madison, WI MSA",3.7
2007,"Manchester, NH Met NECTA",3.5
2007,"Manhattan, KS MSA",3.1
2007,"Mankato-North Mankato, MN MSA",3.7
2007,"Mansfield, OH MSA",6.5
2007,"Mayaguez, PR MSA",12.2
2007,"McAllen-Edinburg-Mission, TX MSA",6.5
2007,"Medford, OR MSA",5.7
2007,"Memphis, TN-MS-AR MSA",5.1
2007,"Merced, CA MSA",10.1
2007,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",3.6
2007,"Michigan City-La Porte, IN MSA",5.1
2007,"Midland, MI MSA",5.6
2007,"Midland, TX MSA",2.9
2007,"Milwaukee-Waukesha-West Allis, WI MSA",5.1
2007,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",4.3
2007,"Missoula, MT MSA",3.4
2007,"Mobile, AL MSA",4.0
2007,"Modesto, CA MSA",8.7
2007,"Monroe, LA MSA",5.0
2007,"Monroe, MI MSA",6.6
2007,"Montgomery, AL MSA",3.9
2007,"Morgantown, WV MSA",3.4
2007,"Morristown, TN MSA",4.9
2007,"Mount Vernon-Anacortes, WA MSA",5.3
2007,"Muncie, IN MSA",5.3
2007,"Muskegon, MI MSA",7.3
2007,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",4.9
2007,"Napa, CA MSA",4.0
2007,"Naples-Immokalee-Marco Island, FL MSA",4.5
2007,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",4.1
2007,"New Bedford, MA Met NECTA",6.8
2007,"New Bern, NC MSA",4.3
2007,"New Haven, CT Met NECTA",4.7
2007,"New Orleans-Metairie, LA MSA",4.0
2007,"New York-Newark-Jersey City, NY-NJ-PA MSA",4.4
2007,"Niles-Benton Harbor, MI MSA",6.9
2007,"North Port-Sarasota-Bradenton, FL MSA",4.4
2007,"Norwich-New London-Westerly, CT-RI Met NECTA",4.3
2007,"Ocala, FL MSA",4.7
2007,"Ocean City, NJ MSA",6.6
2007,"Odessa, TX MSA",3.3
2007,"Ogden-Clearfield, UT MSA",2.8
2007,"Oklahoma City, OK MSA",4.2
2007,"Olympia-Tumwater, WA MSA",4.9
2007,"Omaha-Council Bluffs, NE-IA MSA",3.4
2007,"Orlando-Kissimmee-Sanford, FL MSA",3.9
2007,"Oshkosh-Neenah, WI MSA",4.6
2007,"Owensboro, KY MSA",4.9
2007,"Oxnard-Thousand Oaks-Ventura, CA MSA",4.9
2007,"Palm Bay-Melbourne-Titusville, FL MSA",4.4
2007,"Panama City, FL MSA",3.7
2007,"Parkersburg-Vienna, WV MSA",4.7
2007,"Pensacola-Ferry Pass-Brent, FL MSA",3.9
2007,"Peoria, IL MSA",4.3
2007,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",4.3
2007,"Phoenix-Mesa-Scottsdale, AZ MSA",3.3
2007,"Pine Bluff, AR MSA",7.3
2007,"Pittsburgh, PA MSA",4.4
2007,"Pittsfield, MA Met NECTA",4.6
2007,"Pocatello, ID MSA",2.9
2007,"Ponce, PR MSA",12.3
2007,"Port St. Lucie, FL MSA",5.3
2007,"Portland-South Portland, ME Met NECTA",3.5
2007,"Portland-Vancouver-Hillsboro, OR-WA MSA",5.0
2007,"Portsmouth, NH-ME Met NECTA",3.3
2007,"Prescott, AZ MSA",3.7
2007,"Providence-Warwick, RI-MA Met NECTA",5.4
2007,"Provo-Orem, UT MSA",2.4
2007,"Pueblo, CO MSA",4.7
2007,"Punta Gorda, FL MSA",5.1
2007,"Racine, WI MSA",5.8
2007,"Raleigh, NC MSA",3.6
2007,"Rapid City, SD MSA",2.7
2007,"Reading, PA MSA",4.2
2007,"Redding, CA MSA",7.5
2007,"Reno, NV MSA",4.3
2007,"Richmond, VA MSA",3.1
2007,"Riverside-San Bernardino-Ontario, CA MSA",5.8
2007,"Roanoke, VA MSA",3.1
2007,"Rochester, MN MSA",4.0
2007,"Rochester, NY MSA",4.5
2007,"Rockford, IL MSA",5.8
2007,"Rocky Mount, NC MSA",6.1
2007,"Rome, GA MSA",4.7
2007,"Sacramento--Roseville--Arden-Arcade, CA MSA",5.3
2007,"Saginaw, MI MSA",7.2
2007,"Salem, OR MSA",5.3
2007,"Salinas, CA MSA",7.1
2007,"Salisbury, MD-DE MSA",4.0
2007,"Salt Lake City, UT MSA",2.5
2007,"San Angelo, TX MSA",3.6
2007,"San Antonio-New Braunfels, TX MSA",4.0
2007,"San Diego-Carlsbad, CA MSA",4.5
2007,"San Francisco-Oakland-Hayward, CA MSA",4.4
2007,"San German, PR MSA",11.8
2007,"San Jose-Sunnyvale-Santa Clara, CA MSA",4.8
2007,"San Juan-Carolina-Caguas, PR MSA",10.4
2007,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",4.3
2007,"Santa Cruz-Watsonville, CA MSA",5.9
2007,"Santa Fe, NM MSA",3.0
2007,"Santa Maria-Santa Barbara, CA MSA",4.3
2007,"Santa Rosa, CA MSA",4.3
2007,"Savannah, GA MSA",3.8
2007,"Scranton--Wilkes-Barre--Hazleton, PA MSA",4.9
2007,"Seattle-Tacoma-Bellevue, WA MSA",3.7
2007,"Sebastian-Vero Beach, FL MSA",5.7
2007,"Sebring, FL MSA",4.9
2007,"Sheboygan, WI MSA",4.2
2007,"Sherman-Denison, TX MSA",4.6
2007,"Shreveport-Bossier City, LA MSA",4.9
2007,"Sierra Vista-Douglas, AZ MSA",4.1
2007,"Sioux City, IA-NE-SD MSA",3.7
2007,"Sioux Falls, SD MSA",2.5
2007,"South Bend-Mishawaka, IN-MI MSA",5.0
2007,"Spartanburg, SC MSA",5.9
2007,"Spokane-Spokane Valley, WA MSA",5.6
2007,"Springfield, IL MSA",4.4
2007,"Springfield, MA-CT Met NECTA",5.0
2007,"Springfield, MO MSA",4.1
2007,"Springfield, OH MSA",6.2
2007,"St. Cloud, MN MSA",4.7
2007,"St. George, UT MSA",2.7
2007,"St. Joseph, MO-KS MSA",4.5
2007,"St. Louis, MO-IL MSA",5.3
2007,"State College, PA MSA",3.5
2007,"Staunton-Waynesboro, VA MSA",2.8
2007,"Stockton-Lodi, CA MSA",8.1
2007,"Sumter, SC MSA",7.0
2007,"Syracuse, NY MSA",4.4
2007,"Tallahassee, FL MSA",3.3
2007,"Tampa-St. Petersburg-Clearwater, FL MSA",4.4
2007,"Terre Haute, IN MSA",5.4
2007,"Texarkana, TX-AR MSA",4.6
2007,"The Villages, FL MSA",3.6
2007,"Toledo, OH MSA",6.3
2007,"Topeka, KS MSA",4.7
2007,"Trenton, NJ MSA",3.8
2007,"Tucson, AZ MSA",3.7
2007,"Tulsa, OK MSA",4.0
2007,"Tuscaloosa, AL MSA",3.6
2007,"Tyler, TX MSA",4.1
2007,"Urban Honolulu, HI MSA",2.6
2007,"Utica-Rome, NY MSA",4.4
2007,"Valdosta, GA MSA",3.9
2007,"Vallejo-Fairfield, CA MSA",5.3
2007,"Victoria, TX MSA",3.4
2007,"Vineland-Bridgeton, NJ MSA",6.5
2007,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",3.2
2007,"Visalia-Porterville, CA MSA",9.2
2007,"Waco, TX MSA",4.2
2007,"Walla Walla, WA MSA",5.5
2007,"Warner Robins, GA MSA",4.1
2007,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2.9
2007,"Waterbury, CT Met NECTA",5.7
2007,"Waterloo-Cedar Falls, IA MSA",3.6
2007,"Watertown-Fort Drum, NY MSA",5.4
2007,"Wausau, WI MSA",4.4
2007,"Weirton-Steubenville, WV-OH MSA",6.2
2007,"Wenatchee, WA MSA",5.4
2007,"Wheeling, WV-OH MSA",5.1
2007,"Wichita Falls, TX MSA",4.0
2007,"Wichita, KS MSA",4.2
2007,"Williamsport, PA MSA",4.9
2007,"Wilmington, NC MSA",3.8
2007,"Winchester, VA-WV MSA",3.1
2007,"Winston-Salem, NC MSA",4.7
2007,"Worcester, MA-CT Met NECTA",5.0
2007,"Yakima, WA MSA",7.0
2007,"York-Hanover, PA MSA",3.8
2007,"Youngstown-Warren-Boardman, OH-PA MSA",6.1
2007,"Yuba City, CA MSA",9.5
2007,"Yuma, AZ MSA",14.0
2007,U.S. Average,4.6
2008,"Abilene, TX MSA",3.8
2008,"Aguadilla-Isabela, PR MSA",12.8
2008,"Akron, OH MSA",6.2
2008,"Albany, GA MSA",6.3
2008,"Albany, OR MSA",7.9
2008,"Albany-Schenectady-Troy, NY MSA",5.0
2008,"Albuquerque, NM MSA",4.6
2008,"Alexandria, LA MSA",4.7
2008,"Allentown-Bethlehem-Easton, PA-NJ MSA",5.6
2008,"Altoona, PA MSA",5.2
2008,"Amarillo, TX MSA",3.5
2008,"Ames, IA MSA",3.2
2008,"Anchorage, AK MSA",5.9
2008,"Ann Arbor, MI MSA",5.7
2008,"Anniston-Oxford-Jacksonville, AL MSA",5.7
2008,"Appleton, WI MSA",4.6
2008,"Arecibo, PR MSA",12.1
2008,"Asheville, NC MSA",4.8
2008,"Athens-Clarke County, GA MSA",5.0
2008,"Atlanta-Sandy Springs-Roswell, GA MSA",6.2
2008,"Atlantic City-Hammonton, NJ MSA",6.8
2008,"Auburn-Opelika, AL MSA",5.2
2008,"Augusta-Richmond County, GA-SC MSA",6.3
2008,"Austin-Round Rock, TX MSA",4.3
2008,"Bakersfield, CA MSA",9.9
2008,"Baltimore-Columbia-Towson, MD MSA",4.5
2008,"Bangor, ME Met NECTA",5.4
2008,"Barnstable Town, MA Met NECTA",5.9
2008,"Baton Rouge, LA MSA",4.8
2008,"Battle Creek, MI MSA",7.4
2008,"Bay City, MI MSA",7.6
2008,"Beaumont-Port Arthur, TX MSA",6.4
2008,"Beckley, WV MSA",4.2
2008,"Bellingham, WA MSA",5.3
2008,"Bend-Redmond, OR MSA",8.3
2008,"Billings, MT MSA",3.8
2008,"Binghamton, NY MSA",5.5
2008,"Birmingham-Hoover, AL MSA",5.0
2008,"Bismarck, ND MSA",3.1
2008,"Blacksburg-Christiansburg-Radford, VA MSA",4.8
2008,"Bloomington, IL MSA",5.0
2008,"Bloomington, IN MSA",4.8
2008,"Bloomsburg-Berwick, PA MSA",5.7
2008,"Boise City, ID MSA",5.4
2008,"Boston-Cambridge-Nashua, MA-NH Met NECTA",5.0
2008,"Boulder, CO MSA",4.2
2008,"Bowling Green, KY MSA",5.9
2008,"Bremerton-Silverdale, WA MSA",5.3
2008,"Bridgeport-Stamford-Norwalk, CT Met NECTA",5.3
2008,"Brownsville-Harlingen, TX MSA",6.6
2008,"Brunswick, GA MSA",5.4
2008,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",5.9
2008,"Burlington, NC MSA",6.4
2008,"Burlington-South Burlington, VT Met NECTA",4.2
2008,"California-Lexington Park, MD MSA",3.6
2008,"Canton-Massillon, OH MSA",6.8
2008,"Cape Coral-Fort Myers, FL MSA",8.4
2008,"Cape Girardeau, MO-IL MSA",5.7
2008,"Carbondale-Marion, IL MSA",6.3
2008,"Carson City, NV MSA",7.1
2008,"Casper, WY MSA",2.8
2008,"Cedar Rapids, IA MSA",4.1
2008,"Chambersburg-Waynesboro, PA MSA",4.4
2008,"Champaign-Urbana, IL MSA",5.5
2008,"Charleston, WV MSA",3.6
2008,"Charleston-North Charleston, SC MSA",5.6
2008,"Charlotte-Concord-Gastonia, NC-SC MSA",6.5
2008,"Charlottesville, VA MSA",3.4
2008,"Chattanooga, TN-GA MSA",5.9
2008,"Cheyenne, WY MSA",3.9
2008,"Chicago-Naperville-Elgin, IL-IN-WI MSA",6.2
2008,"Chico, CA MSA",8.5
2008,"Cincinnati, OH-KY-IN MSA",5.8
2008,"Clarksville, TN-KY MSA",6.9
2008,"Cleveland, TN MSA",6.6
2008,"Cleveland-Elyria, OH MSA",6.0
2008,"Coeur d'Alene, ID MSA",5.8
2008,"College Station-Bryan, TX MSA",4.0
2008,"Colorado Springs, CO MSA",5.7
2008,"Columbia, MO MSA",4.4
2008,"Columbia, SC MSA",5.9
2008,"Columbus, GA-AL MSA",6.4
2008,"Columbus, IN MSA",4.7
2008,"Columbus, OH MSA",5.7
2008,"Corpus Christi, TX MSA",4.6
2008,"Corvallis, OR MSA",4.7
2008,"Crestview-Fort Walton Beach-Destin, FL MSA",4.7
2008,"Cumberland, MD-WV MSA",5.4
2008,"Dallas-Fort Worth-Arlington, TX MSA",4.9
2008,"Dalton, GA MSA",7.5
2008,"Danbury, CT Met NECTA",4.5
2008,"Danville, IL MSA",7.7
2008,"Daphne-Fairhope-Foley, AL MSA",4.6
2008,"Davenport-Moline-Rock Island, IA-IL MSA",5.1
2008,"Dayton, OH MSA",7.1
2008,"Decatur, AL MSA",5.4
2008,"Decatur, IL MSA",6.8
2008,"Deltona-Daytona Beach-Ormond Beach, FL MSA",7.1
2008,"Denver-Aurora-Lakewood, CO MSA",4.9
2008,"Des Moines-West Des Moines, IA MSA",4.0
2008,"Detroit-Warren-Dearborn, MI MSA",8.3
2008,"Dothan, AL MSA",5.3
2008,"Dover, DE MSA",4.9
2008,"Dover-Durham, NH-ME Met NECTA",3.8
2008,"Dubuque, IA MSA",4.4
2008,"Duluth, MN-WI MSA",6.2
2008,"Durham-Chapel Hill, NC MSA",4.7
2008,"East Stroudsburg, PA MSA",6.0
2008,"Eau Claire, WI MSA",4.6
2008,"El Centro, CA MSA",22.5
2008,"El Paso, TX MSA",6.1
2008,"Elizabethtown-Fort Knox, KY MSA",6.5
2008,"Elkhart-Goshen, IN MSA",8.6
2008,"Elmira, NY MSA",5.6
2008,"Erie, PA MSA",5.6
2008,"Eugene, OR MSA",6.7
2008,"Evansville, IN-KY MSA",5.2
2008,"Fairbanks, AK MSA",6.1
2008,"Fargo, ND-MN MSA",3.0
2008,"Farmington, NM MSA",3.9
2008,"Fayetteville, NC MSA",6.1
2008,"Fayetteville-Springdale-Rogers, AR-MO MSA",4.2
2008,"Flagstaff, AZ MSA",5.6
2008,"Flint, MI MSA",10.2
2008,"Florence, SC MSA",7.5
2008,"Florence-Muscle Shoals, AL MSA",6.0
2008,"Fond du Lac, WI MSA",4.8
2008,"Fort Collins, CO MSA",4.2
2008,"Fort Smith, AR-OK MSA",5.1
2008,"Fort Wayne, IN MSA",6.0
2008,"Fresno, CA MSA",10.6
2008,"Gadsden, AL MSA",6.0
2008,"Gainesville, FL MSA",4.5
2008,"Gainesville, GA MSA",5.4
2008,"Gettysburg, PA MSA",4.3
2008,"Glens Falls, NY MSA",5.5
2008,"Goldsboro, NC MSA",5.8
2008,"Grand Forks, ND-MN MSA",3.6
2008,"Grand Island, NE MSA",2.9
2008,"Grand Junction, CO MSA",3.9
2008,"Grand Rapids-Wyoming, MI MSA",6.9
2008,"Grants Pass, OR MSA",9.2
2008,"Great Falls, MT MSA",4.7
2008,"Greeley, CO MSA",5.2
2008,"Green Bay, WI MSA",4.8
2008,"Greensboro-High Point, NC MSA",6.2
2008,"Greenville, NC MSA",6.4
2008,"Greenville-Anderson-Mauldin, SC MSA",6.0
2008,"Guayama, PR MSA",15.9
2008,"Gulfport-Biloxi-Pascagoula, MS MSA",5.5
2008,"Hagerstown-Martinsburg, MD-WV MSA",5.2
2008,"Hammond, LA MSA",5.7
2008,"Hanford-Corcoran, CA MSA",10.6
2008,"Harrisburg-Carlisle, PA MSA",4.5
2008,"Harrisonburg, VA MSA",3.6
2008,"Hartford-West Hartford-East Hartford, CT Met NECTA",5.8
2008,"Hattiesburg, MS MSA",5.4
2008,"Hickory-Lenoir-Morganton, NC MSA",7.5
2008,"Hilton Head Island-Bluffton-Beaufort, SC MSA",5.4
2008,"Hinesville, GA MSA",5.7
2008,"Homosassa Springs, FL MSA",8.4
2008,"Hot Springs, AR MSA",5.7
2008,"Houma-Thibodaux, LA MSA",3.4
2008,"Houston-The Woodlands-Sugar Land, TX MSA",4.7
2008,"Huntington-Ashland, WV-KY-OH MSA",4.7
2008,"Huntsville, AL MSA",4.3
2008,"Idaho Falls, ID MSA",3.7
2008,"Indianapolis-Carmel-Anderson, IN MSA",5.2
2008,"Iowa City, IA MSA",3.2
2008,"Ithaca, NY MSA",4.1
2008,"Jackson, MI MSA",8.3
2008,"Jackson, MS MSA",5.4
2008,"Jackson, TN MSA",7.0
2008,"Jacksonville, FL MSA",6.0
2008,"Jacksonville, NC MSA",5.6
2008,"Janesville-Beloit, WI MSA",6.3
2008,"Jefferson City, MO MSA",5.0
2008,"Johnson City, TN MSA",6.1
2008,"Johnstown, PA MSA",6.1
2008,"Jonesboro, AR MSA",5.2
2008,"Joplin, MO MSA",5.4
2008,"Kahului-Wailuku-Lahaina, HI MSA",4.9
2008,"Kalamazoo-Portage, MI MSA",6.6
2008,"Kankakee, IL MSA",8.3
2008,"Kansas City, MO-KS MSA",5.9
2008,"Kennewick-Richland, WA MSA",5.8
2008,"Killeen-Temple, TX MSA",5.0
2008,"Kingsport-Bristol-Bristol, TN-VA MSA",5.6
2008,"Kingston, NY MSA",5.5
2008,"Knoxville, TN MSA",5.6
2008,"Kokomo, IN MSA",7.8
2008,"La Crosse-Onalaska, WI-MN MSA",4.3
2008,"Lafayette, LA MSA",3.8
2008,"Lafayette-West Lafayette, IN MSA",4.9
2008,"Lake Charles, LA MSA",4.5
2008,"Lake Havasu City-Kingman, AZ MSA",7.7
2008,"Lakeland-Winter Haven, FL MSA",6.9
2008,"Lancaster, PA MSA",4.3
2008,"Lansing-East Lansing, MI MSA",6.6
2008,"Laredo, TX MSA",5.3
2008,"Las Cruces, NM MSA",4.8
2008,"Las Vegas-Henderson-Paradise, NV MSA",6.6
2008,"Lawrence, KS MSA",4.2
2008,"Lawton, OK MSA",3.7
2008,"Lebanon, PA MSA",4.2
2008,"Leominster-Gardner, MA Met NECTA",7.1
2008,"Lewiston, ID-WA MSA",5.4
2008,"Lewiston-Auburn, ME Met NECTA",5.6
2008,"Lexington-Fayette, KY MSA",5.1
2008,"Lima, OH MSA",7.4
2008,"Lincoln, NE MSA",3.1
2008,"Little Rock-North Little Rock-Conway, AR MSA",4.7
2008,"Logan, UT-ID MSA",2.8
2008,"Longview, TX MSA",4.1
2008,"Longview, WA MSA",8.7
2008,"Los Angeles-Long Beach-Anaheim, CA MSA",7.0
2008,"Louisville/Jefferson County, KY-IN MSA",6.2
2008,"Lubbock, TX MSA",3.7
2008,"Lynchburg, VA MSA",4.2
2008,"Macon, GA MSA",6.3
2008,"Madera, CA MSA",9.5
2008,"Madison, WI MSA",3.7
2008,"Manchester, NH Met NECTA",3.8
2008,"Manhattan, KS MSA",3.5
2008,"Mankato-North Mankato, MN MSA",4.4
2008,"Mansfield, OH MSA",7.5
2008,"Mayaguez, PR MSA",12.8
2008,"McAllen-Edinburg-Mission, TX MSA",7.1
2008,"Medford, OR MSA",7.9
2008,"Memphis, TN-MS-AR MSA",6.8
2008,"Merced, CA MSA",12.7
2008,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",5.5
2008,"Michigan City-La Porte, IN MSA",6.2
2008,"Midland, MI MSA",6.1
2008,"Midland, TX MSA",2.9
2008,"Milwaukee-Waukesha-West Allis, WI MSA",5.0
2008,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",5.2
2008,"Missoula, MT MSA",5.0
2008,"Mobile, AL MSA",5.7
2008,"Modesto, CA MSA",11.1
2008,"Monroe, LA MSA",5.2
2008,"Monroe, MI MSA",8.6
2008,"Montgomery, AL MSA",5.7
2008,"Morgantown, WV MSA",3.1
2008,"Morristown, TN MSA",7.0
2008,"Mount Vernon-Anacortes, WA MSA",6.1
2008,"Muncie, IN MSA",6.7
2008,"Muskegon, MI MSA",8.4
2008,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",6.9
2008,"Napa, CA MSA",5.2
2008,"Naples-Immokalee-Marco Island, FL MSA",7.1
2008,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",5.8
2008,"New Bedford, MA Met NECTA",8.4
2008,"New Bern, NC MSA",6.0
2008,"New Haven, CT Met NECTA",5.8
2008,"New Orleans-Metairie, LA MSA",4.9
2008,"New York-Newark-Jersey City, NY-NJ-PA MSA",5.3
2008,"Niles-Benton Harbor, MI MSA",7.8
2008,"North Port-Sarasota-Bradenton, FL MSA",7.3
2008,"Norwich-New London-Westerly, CT-RI Met NECTA",5.7
2008,"Ocala, FL MSA",8.1
2008,"Ocean City, NJ MSA",7.9
2008,"Odessa, TX MSA",3.4
2008,"Ogden-Clearfield, UT MSA",3.8
2008,"Oklahoma City, OK MSA",3.8
2008,"Olympia-Tumwater, WA MSA",5.4
2008,"Omaha-Council Bluffs, NE-IA MSA",3.7
2008,"Orlando-Kissimmee-Sanford, FL MSA",6.1
2008,"Oshkosh-Neenah, WI MSA",4.4
2008,"Owensboro, KY MSA",5.9
2008,"Oxnard-Thousand Oaks-Ventura, CA MSA",6.3
2008,"Palm Bay-Melbourne-Titusville, FL MSA",6.7
2008,"Panama City, FL MSA",5.7
2008,"Parkersburg-Vienna, WV MSA",4.8
2008,"Pensacola-Ferry Pass-Brent, FL MSA",6.0
2008,"Peoria, IL MSA",5.4
2008,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",5.3
2008,"Phoenix-Mesa-Scottsdale, AZ MSA",5.5
2008,"Pine Bluff, AR MSA",7.6
2008,"Pittsburgh, PA MSA",5.1
2008,"Pittsfield, MA Met NECTA",5.5
2008,"Pocatello, ID MSA",4.8
2008,"Ponce, PR MSA",12.8
2008,"Port St. Lucie, FL MSA",8.3
2008,"Portland-South Portland, ME Met NECTA",4.3
2008,"Portland-Vancouver-Hillsboro, OR-WA MSA",6.1
2008,"Portsmouth, NH-ME Met NECTA",3.5
2008,"Prescott, AZ MSA",6.2
2008,"Providence-Warwick, RI-MA Met NECTA",7.8
2008,"Provo-Orem, UT MSA",3.5
2008,"Pueblo, CO MSA",6.1
2008,"Punta Gorda, FL MSA",8.4
2008,"Racine, WI MSA",5.8
2008,"Raleigh, NC MSA",4.8
2008,"Rapid City, SD MSA",3.0
2008,"Reading, PA MSA",5.4
2008,"Redding, CA MSA",10.1
2008,"Reno, NV MSA",6.8
2008,"Richmond, VA MSA",4.2
2008,"Riverside-San Bernardino-Ontario, CA MSA",8.3
2008,"Roanoke, VA MSA",3.9
2008,"Rochester, MN MSA",4.7
2008,"Rochester, NY MSA",5.6
2008,"Rockford, IL MSA",8.6
2008,"Rocky Mount, NC MSA",8.3
2008,"Rome, GA MSA",6.5
2008,"Sacramento--Roseville--Arden-Arcade, CA MSA",7.1
2008,"Saginaw, MI MSA",8.3
2008,"Salem, OR MSA",6.4
2008,"Salinas, CA MSA",8.5
2008,"Salisbury, MD-DE MSA",5.6
2008,"Salt Lake City, UT MSA",3.4
2008,"San Angelo, TX MSA",4.1
2008,"San Antonio-New Braunfels, TX MSA",4.6
2008,"San Diego-Carlsbad, CA MSA",6.1
2008,"San Francisco-Oakland-Hayward, CA MSA",5.7
2008,"San German, PR MSA",12.2
2008,"San Jose-Sunnyvale-Santa Clara, CA MSA",6.1
2008,"San Juan-Carolina-Caguas, PR MSA",11.2
2008,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",5.8
2008,"Santa Cruz-Watsonville, CA MSA",7.4
2008,"Santa Fe, NM MSA",3.8
2008,"Santa Maria-Santa Barbara, CA MSA",5.5
2008,"Santa Rosa, CA MSA",5.8
2008,"Savannah, GA MSA",5.5
2008,"Scranton--Wilkes-Barre--Hazleton, PA MSA",6.1
2008,"Seattle-Tacoma-Bellevue, WA MSA",4.5
2008,"Sebastian-Vero Beach, FL MSA",8.3
2008,"Sebring, FL MSA",7.4
2008,"Sheboygan, WI MSA",4.4
2008,"Sherman-Denison, TX MSA",5.1
2008,"Shreveport-Bossier City, LA MSA",5.5
2008,"Sierra Vista-Douglas, AZ MSA",5.8
2008,"Sioux City, IA-NE-SD MSA",3.8
2008,"Sioux Falls, SD MSA",2.8
2008,"South Bend-Mishawaka, IN-MI MSA",6.6
2008,"Spartanburg, SC MSA",7.2
2008,"Spokane-Spokane Valley, WA MSA",6.2
2008,"Springfield, IL MSA",5.6
2008,"Springfield, MA-CT Met NECTA",6.0
2008,"Springfield, MO MSA",5.3
2008,"Springfield, OH MSA",6.7
2008,"St. Cloud, MN MSA",5.7
2008,"St. George, UT MSA",4.8
2008,"St. Joseph, MO-KS MSA",5.3
2008,"St. Louis, MO-IL MSA",6.5
2008,"State College, PA MSA",4.3
2008,"Staunton-Waynesboro, VA MSA",4.0
2008,"Stockton-Lodi, CA MSA",10.5
2008,"Sumter, SC MSA",8.3
2008,"Syracuse, NY MSA",5.6
2008,"Tallahassee, FL MSA",4.9
2008,"Tampa-St. Petersburg-Clearwater, FL MSA",6.9
2008,"Terre Haute, IN MSA",6.6
2008,"Texarkana, TX-AR MSA",4.6
2008,"The Villages, FL MSA",5.8
2008,"Toledo, OH MSA",7.9
2008,"Topeka, KS MSA",5.2
2008,"Trenton, NJ MSA",4.7
2008,"Tucson, AZ MSA",5.8
2008,"Tulsa, OK MSA",3.7
2008,"Tuscaloosa, AL MSA",5.1
2008,"Tyler, TX MSA",4.7
2008,"Urban Honolulu, HI MSA",3.9
2008,"Utica-Rome, NY MSA",5.6
2008,"Valdosta, GA MSA",5.5
2008,"Vallejo-Fairfield, CA MSA",6.9
2008,"Victoria, TX MSA",3.8
2008,"Vineland-Bridgeton, NJ MSA",7.9
2008,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",4.2
2008,"Visalia-Porterville, CA MSA",10.9
2008,"Waco, TX MSA",4.6
2008,"Walla Walla, WA MSA",5.4
2008,"Warner Robins, GA MSA",5.5
2008,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",3.7
2008,"Waterbury, CT Met NECTA",7.4
2008,"Waterloo-Cedar Falls, IA MSA",4.1
2008,"Watertown-Fort Drum, NY MSA",6.8
2008,"Wausau, WI MSA",4.6
2008,"Weirton-Steubenville, WV-OH MSA",6.5
2008,"Wenatchee, WA MSA",5.9
2008,"Wheeling, WV-OH MSA",5.3
2008,"Wichita Falls, TX MSA",4.7
2008,"Wichita, KS MSA",4.5
2008,"Williamsport, PA MSA",5.9
2008,"Wilmington, NC MSA",5.3
2008,"Winchester, VA-WV MSA",4.3
2008,"Winston-Salem, NC MSA",6.0
2008,"Worcester, MA-CT Met NECTA",6.0
2008,"Yakima, WA MSA",7.3
2008,"York-Hanover, PA MSA",4.7
2008,"Youngstown-Warren-Boardman, OH-PA MSA",7.2
2008,"Yuba City, CA MSA",12.2
2008,"Yuma, AZ MSA",18.3
2008,U.S. Average,5.8
2009,"Abilene, TX MSA",5.8
2009,"Aguadilla-Isabela, PR MSA",16.8
2009,"Akron, OH MSA",10.1
2009,"Albany, GA MSA",9.6
2009,"Albany, OR MSA",14.0
2009,"Albany-Schenectady-Troy, NY MSA",6.9
2009,"Albuquerque, NM MSA",7.8
2009,"Alexandria, LA MSA",6.6
2009,"Allentown-Bethlehem-Easton, PA-NJ MSA",8.7
2009,"Altoona, PA MSA",7.1
2009,"Amarillo, TX MSA",5.3
2009,"Ames, IA MSA",4.7
